"Collection Name","Content Note","Title#1","Title Type#1","Name#1","Name Role#1","Name URI#1","Name#2","Name Role#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Genre#3","Genre URI#3","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Date Captured#1","Frequency#1","Language Term#1","Language Term URI#1","Form#1","Form URI#1","Extent#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Physical Description Note#1","Form#2","Form URI#2","Abstract#1","Note#1","Note#2","Note#3","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Name#1","Subject Name URI#1","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Geographic#4","Subject Geographic URI#4","Subject Geographic#5","Subject Geographic URI#5","Subject Geographic#6","Subject Geographic URI#6","Local Identifier#1","Persistent Identifier#1","Physical Location#1","Shelf Locator#1","Related Item Title#1","Related Item Type#1","Related Item Identifier#1","Related Item Title#2","Related Item Type#2","Related Item Identifier#2","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Twin Sisters","Proper","Moe, Lester M.","photographer","local","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1936-09-20","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","infrared film ","http://vocab.getty.edu/page/aat/300226310","1 photograph : panorama ; 14 x 35.5 cm","image/jpeg","local","reformatted digital","Unmounted photograph","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Panoramic photograph taken from a lookout site at Twin Sisters Peaks in Colorado. The photograph depicts an area of Rocky Mountain National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 180º – 300º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from a lookout site at Twin Sisters Peaks.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Rocky Mountain National Park (Colorado, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/1101823","Twin Sisters Peaks (Larimer, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/177952","","","","","","","","","maps_coFiretowerPanoramas_MN07_d.jpg","https://doi.org/10.60807/xij16t","Jerry Crail Johnson Earth Sciences & Map Library","MN.07; Negative No. 962","Twin Sisters","constituent","maps_coFiretowerPanoramas_MN08_d.pdf","Twin Sisters","constituent","maps_coFiretowerPanoramas_MN09_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","98","1255845","5560","maps_coFiretowerPanoramas_MN07_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~98~1255845"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Twin Sisters","Proper","Moe, Lester M.","photographer","local","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1936-09-20","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","infrared film ","http://vocab.getty.edu/page/aat/300226310","1 photograph : panorama ; 14 x 35.5 cm","image/jpeg","local","reformatted digital","Unmounted photograph","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Panoramic photograph taken from a lookout site at Twin Sisters Peaks in Colorado. The photograph depicts an area of Rocky Mountain National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 300º – 60º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from a lookout site at Twin Sisters Peaks.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Rocky Mountain National Park (Colorado, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/1101823","Twin Sisters Peaks (Larimer, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/177952","","","","","","","","","maps_coFiretowerPanoramas_MN08_d.jpg","https://doi.org/10.60807/866b6a","Jerry Crail Johnson Earth Sciences & Map Library","MN.08; Negative No. 963","Twin Sisters","constituent","maps_coFiretowerPanoramas_MN07_d.pdf","Twin Sisters","constituent","maps_coFiretowerPanoramas_MN09_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","99","1255844","5560","maps_coFiretowerPanoramas_MN08_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~99~1255844"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Twin Sisters","Proper","Moe, Lester M.","photographer","local","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1936-09-20","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","infrared film ","http://vocab.getty.edu/page/aat/300226310","1 photograph : panorama ; 14 x 35.5 cm","image/jpeg","local","reformatted digital","Unmounted photograph","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Panoramic photograph taken from a lookout site at Twin Sisters Peaks in Colorado. The photograph depicts an area of Rocky Mountain National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 60º – 180º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from a lookout site at Twin Sisters Peaks.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Rocky Mountain National Park (Colorado, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/1101823","Twin Sisters Peaks (Larimer, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/177952","","","","","","","","","maps_coFiretowerPanoramas_MN09_d.jpg","https://doi.org/10.60807/cadypy","Jerry Crail Johnson Earth Sciences & Map Library","MN.09; Negative No. 964","Twin Sisters","constituent","maps_coFiretowerPanoramas_MN07_d.pdf","Twin Sisters","constituent","maps_coFiretowerPanoramas_MN08_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","100","1255852","5560","maps_coFiretowerPanoramas_MN09_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~100~1255852"
"Panoramic Photography from Fire Towers on Colorado National Lands","In the interest of preserving and presenting the historical record, the University Libraries collects materials that document and demonstrate the perspectives presented by the creator. As a result, this item contains outdated language that does not reflect the current preferred terminology, or the values and norms of the University Libraries.","View down North Fork White River from rim of Chinese Wall","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1943-08-04","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a lookout site near the rim of the Chinese Wall in Colorado. It depicts North Fork White River in White River National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Photograph does not have horizontal degree labels.","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","White River National Forest (Colorado, United States, North America) (national forest)","http://vocab.getty.edu/page/tgn/2767041","Chinese Wall (Garfield, Colorado, United States, North America) (cliff)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/202159","North Fork White River (Rio Blanco, Colorado, United States, North America) (stream)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/173461","","","","","","","maps_coFiretowerPanoramas_MA03_d.jpg","https://doi.org/10.60807/szq8q3","Jerry Crail Johnson Earth Sciences & Map Library","MA.03; Negative No. 227","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","3","1255940","5560","maps_coFiretowerPanoramas_MA03_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~3~1255940"
"Panoramic Photography from Fire Towers on Colorado National Lands","","View from Glade Mountain lookout","Devised","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","[1944-06/1944-07]","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 37.5 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a former lookout site at Glade Mountain in Colorado. The Glade Mountain Lookout was replaced with Benchmark Lookout in 1970. The photograph depicts an area approximately looking north of the Montezuma National Forest, which was divided between the San Juan National Forest and Uncompahgre National Forest on July 1st, 1947. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 300º – 60º azimuth.","This photograph might be 1 out of 2 related photographs, and can be combined to produce a larger panorama depicting Montezuma National Forest.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Glade Mountain (Dolores, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/176520","San Juan National Forest (Colorado, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/2640546","","","","","","","","","maps_coFiretowerPanoramas_ME09_d.jpg","https://doi.org/10.60807/4ihm4o","Jerry Crail Johnson Earth Sciences & Map Library","ME.09","View from Glade Mountain lookout","constituent","maps_coFiretowerPanoramas_ME10_d.pdf","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","70","1255873","5560","maps_coFiretowerPanoramas_ME09_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~70~1255873"
"Panoramic Photography from Fire Towers on Colorado National Lands","","View from Glade Mountain lookout","Devised","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","[1944-06/1944-07]","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 37.5 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a former lookout site at Glade Mountain in Colorado. The Glade Mountain Lookout was replaced with Benchmark Lookout in 1970. The photograph depicts an area approximately looking north of the Montezuma National Forest, which was divided between the San Juan National Forest and Uncompahgre National Forest on July 1st, 1947. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 60º – 180º azimuth.","This photograph might be 1 out of 2 related photographs, and can be combined to produce a larger panorama depicting Montezuma National Forest.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Glade Mountain (Dolores, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/176520","San Juan National Forest (Colorado, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/2640546","","","","","","","","","maps_coFiretowerPanoramas_ME10_d.jpg","https://doi.org/10.60807/odjaif","Jerry Crail Johnson Earth Sciences & Map Library","ME.10","View from Glade Mountain lookout","constituent","maps_coFiretowerPanoramas_ME09_d.pdf","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","71","1255872","5560","maps_coFiretowerPanoramas_ME10_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~71~1255872"
"Panoramic Photography from Fire Towers on Colorado National Lands","","View from Lands End Observatory at Grand Mesa","Devised","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","[1944-06/1944-07]","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from the Lands End Observatory site in Grand Mesa, Colorado. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","This photograph might be 1 out of 2 related photographs, and can be combined to produce a larger panorama depicting Grand Mesa National Forest.","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","Flood dams and reservoirs","http://id.loc.gov/authorities/subjects/sh85049156","","","","","Grand Mesa (Mesa, Colorado, United States, North America) (area)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/169574","Lands End (Mesa, Colorado, United States, North America) (cliff)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/174674","","","","","","","","","maps_coFiretowerPanoramas_ME07_d.jpg","https://doi.org/10.60807/qal44k","Jerry Crail Johnson Earth Sciences & Map Library","ME.07","Lands End Observatory at Grand Mesa","constituent","maps_coFiretowerPanoramas_ME06_d.pdf","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","68","1255875","5560","maps_coFiretowerPanoramas_ME07_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~68~1255875"
"Panoramic Photography from Fire Towers on Colorado National Lands","","View of Grand Mesa National Forest, near Anderson Reservoirs one and two","Devised","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","[1944-06/1944-07]","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph depicting an area of the Grand Mesa National Forest. This photograph was supposedly captured near Anderson Reservoir Number 1 and Anderson Reservoir Number 2, looking approximately north. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Grand Mesa (Mesa, Colorado, United States, North America) (area)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/169574","Anderson Reservoir Number 1 (Mesa, Colorado, United States, North America) (reservoir)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/169476","Anderson Reservoir Number 2 (Mesa, Colorado, United States, North America) (reservoir)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/169475","","","","","","","maps_coFiretowerPanoramas_ME11_d.jpg","https://doi.org/10.60807/uuno32","Jerry Crail Johnson Earth Sciences & Map Library","ME.11","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","72","1255882","5560","maps_coFiretowerPanoramas_ME11_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~72~1255882"
"Panoramic Photography from Fire Towers on Colorado National Lands","","View of reservoirs and Lands End Observatory at Grand Mesa","Devised","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","[1944-06/1944-07]","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken near the Lands End Observatory site in Grand Mesa, Colorado. The reservoirs present might be the Bolen Reservoir and the Bolen, Anderson, and Jacobs Reservoir Number 2. Lands End Observatory is barely visible above road on the right side of the photograph. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","Flood dams and reservoirs","http://id.loc.gov/authorities/subjects/sh85049156","","","","","Grand Mesa (Mesa, Colorado, United States, North America) (area)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/169574","Lands End (Mesa, Colorado, United States, North America) (cliff)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/174674","Bolen, Anderson, and Jacobs Reservoir Number Two (Mesa, Colorado, United States, North America) (reservoir)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/199669","Bolen Reservoir (Mesa, Colorado, United States, North America) (reservoir)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/174654","","","","","maps_coFiretowerPanoramas_ME08_d.jpg","https://doi.org/10.60807/lui7gj","Jerry Crail Johnson Earth Sciences & Map Library","ME.08","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","69","1255874","5560","maps_coFiretowerPanoramas_ME08_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~69~1255874"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Wall Lake","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1943-08-05","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 40 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken near Wall Lake in White River National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Photograph does not have horizontal degree labels.","","","Lakes","http://id.loc.gov/authorities/subjects/sh85074030","Flood dams and reservoirs","http://id.loc.gov/authorities/subjects/sh85049156","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","","","Wall Lake (Garfield, Colorado, United States, North America) (lake)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/173689","White River National Forest (Colorado, United States, North America) (national forest)","http://vocab.getty.edu/page/tgn/2767041","","","","","","","","","maps_coFiretowerPanoramas_MB13_d.jpg","https://doi.org/10.60807/xfnesh","Jerry Crail Johnson Earth Sciences & Map Library","MB.13; Negative No. 32","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","20","1255923","5560","maps_coFiretowerPanoramas_MB13_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~20~1255923"
"Panoramic Photography from Fire Towers on Colorado National Lands","In the interest of preserving and presenting the historical record, the University Libraries collects materials that document and demonstrate the perspectives presented by the creator. As a result, this item contains outdated language that does not reflect the current preferred terminology, or the values and norms of the University Libraries.","Walnut plantation, Cherokee State Park","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1942-05-07","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 37 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken around a walnut plantation in West Mineral, Kansas. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Photograph does not have horizontal degree labels.","Cataloger's note: This photograph was taken around West Mineral, Kansas which is located in Cherokee County. It is not clear where ""Cherokee County State Park"" derives from according to records from the original creator.","","Plantations","http://id.loc.gov/authorities/subjects/sh85102827","Eastern black walnut","http://id.loc.gov/authorities/subjects/sh85040602","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","West Mineral (Cherokee, Kansas, United States, North America) (populated place)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/469627","","","","","","","","","","","maps_coFiretowerPanoramas_MB05_d.jpg","https://doi.org/10.60807/uohz1l","Jerry Crail Johnson Earth Sciences & Map Library","MB.05; Negative No. 78","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","12","1255931","5560","maps_coFiretowerPanoramas_MB05_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~12~1255931"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Warren Peaks lookout","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1943-05-19","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a lookout site at Warren Peaks, in Wyoming. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 300º – 60º azimuth.","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Warren Peaks (Crook, Wyoming, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1603990","Black Hills National Forest (Custer, South Dakota, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/2176252","","","","","","","","","maps_coFiretowerPanoramas_MD17_d.jpg","https://doi.org/10.60807/w5yos4","Jerry Crail Johnson Earth Sciences & Map Library","MD.17; Negative No. 207","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","60","1255890","5560","maps_coFiretowerPanoramas_MD17_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~60~1255890"
